Date,BMV:ALFAA,BMV:ALPEKA,BMV:ALSEA,BMV:AMXL,BMV:AC,BMV:ASURB,BMV:GFREGIOO,BMV:BIMBOA,BMV:BOLSAA,BMV:CEMEXCPO,BMV:KOFL,BMV:LIVEPOLC-1,BMV:ELEKTRA,BMV:GFNORTEO,BMV:FEMSAUBD,BMV:LABB,BMV:GENTERA,BMV:GMEXICOB,BMV:GRUMAB,BMV:GAPB,BMV:GCARSOA1,BMV:GFINBURO,BMV:SANMEXB,BMV:LALAB,BMV:TLEVISACPO,BMV:IENOVA,BMV:KIMBERA,BMV:MEXCHEM,BMV:NEMAKA,BMV:OHLMEX,BMV:OMAB,BMV:PE&OLES,BMV:PINFRA,BMV:VOLARA,BMV:WALMEX
2005-04-01,6.0,,5.4,4.84,23.8,32.81,,7.5,,20.55,27.71,20.06,89.6,72.87,20.23,,,6.38,24.7,,18.6,11.01,8.88,,32.88,,11.2,3.0,,,,58.0,,,39.76
2005-04-04,6.08,,5.38,4.81,23.4,33.6,,7.25,,20.57,27.79,20.05,87.5,69.91,20.0,,,6.25,24.3,,18.67,10.77,,,32.41,,11.08,3.0,,,,57.01,,,39.04
2005-04-05,5.9,,5.3,4.75,22.65,33.22,,6.6,,20.28,27.7,20.05,82.96,68.15,19.88,,,6.06,23.38,,18.86,10.3,,,31.87,,11.0,3.0,,,,54.98,,,38.11
2005-04-06,5.56,,5.1,4.64,22.4,32.85,,7.07,,20.32,27.1,20.01,81.93,66.27,19.58,,,6.0,22.43,,18.66,10.12,,,31.13,,10.82,2.6,,,,53.07,,,37.83
2005-04-07,5.66,,5.14,4.82,22.4,32.58,,7.55,,20.68,27.15,20.05,84.7,68.61,19.68,,,6.21,23.19,,19.0,10.41,,,31.47,,11.12,2.9,,,,55.48,,,38.28
2005-04-08,5.67,,5.14,4.81,22.85,32.13,,7.5,,20.61,26.91,20.05,85.91,69.19,19.42,,,6.29,23.8,,19.28,10.56,,,31.49,,11.17,2.8,,,,55.5,,,38.3
2005-04-11,5.69,,5.21,4.74,22.31,32.7,,7.5,,20.53,26.78,20.05,84.9,68.8,19.08,,,6.31,24.2,,19.5,10.75,,,31.02,,11.07,2.9,,,,57.53,,,37.98
2005-04-12,5.62,,5.24,4.86,23.0,33.36,,7.5,,20.8,26.84,,85.0,68.94,19.2,,,6.32,23.48,,19.25,10.86,,,31.12,,10.97,2.8,,,,59.9,,,37.95
2005-04-13,5.53,,5.21,4.83,22.8,33.88,,7.5,,20.61,26.5,,83.89,69.34,19.18,,,6.11,23.25,,19.22,10.95,,,30.82,,11.0,2.8,,,,56.99,,,37.95
2005-04-14,5.25,,5.15,4.72,22.46,33.24,,7.34,,20.11,26.15,20.05,82.0,69.58,19.06,,,5.76,22.55,,19.15,10.85,,,30.12,,10.94,3.0,,,,54.41,,,38.07
2005-04-15,5.05,,5.0,4.63,22.15,32.13,,7.05,,19.61,26.0,20.05,80.15,65.68,18.82,,,5.57,22.55,,18.3,10.3,,,29.38,,10.92,,,,,52.0,,,37.92
2005-04-18,4.99,,5.0,4.5,21.0,32.1,,6.87,,19.6,26.52,20.05,77.44,64.64,19.0,,,5.48,22.5,,18.0,10.02,,,29.2,,10.44,,,,,51.81,,,37.98
2005-04-19,5.18,,5.09,4.62,22.2,32.7,,6.98,,19.82,26.47,20.05,78.6,65.69,19.37,,,5.85,22.5,,18.27,10.12,8.88,,30.68,,11.0,2.8,,,,53.85,,,38.56
2005-04-20,5.21,,5.1,4.45,22.49,32.75,,6.94,,19.37,26.16,20.05,77.7,66.01,18.99,,,5.72,22.52,,18.1,10.16,8.88,,30.24,,11.02,3.0,,,,53.48,,,38.55
2005-04-21,5.34,,5.1,4.53,22.8,33.91,,7.12,,19.7,26.56,20.05,80.0,67.89,19.25,,,5.97,23.0,,18.23,10.5,8.88,,31.04,,11.17,2.8,,,,53.48,,,39.08
2005-04-22,5.59,,5.4,4.56,22.5,33.65,,7.05,,18.95,26.1,20.05,80.8,67.3,19.08,,,5.9,22.71,,18.23,10.6,8.88,,30.6,,11.1,2.7,,,,51.27,,,38.92
2005-04-25,5.8,,5.6,4.79,22.0,33.93,,7.21,,20.11,26.4,20.05,85.04,69.46,19.4,,,5.95,23.5,,18.64,10.88,,,31.76,,11.12,2.8,,,,53.42,,,38.9
2005-04-26,5.84,,5.62,4.9,22.0,33.71,,7.55,,20.5,26.3,20.05,86.52,72.43,19.42,,,6.02,23.5,,19.12,11.21,7.0,,32.39,,11.0,2.8,,,,53.51,,,39.13
2005-04-27,5.76,,5.6,4.79,21.91,33.7,,7.48,,20.07,26.55,20.12,82.0,71.73,19.3,,,5.9,22.9,,18.84,11.31,8.75,,31.65,,11.0,,,,,54.25,,,39.41
2005-04-28,5.62,,5.61,4.66,21.9,33.7,,7.24,,19.75,25.32,20.12,79.0,70.57,19.18,,,5.6,22.5,,18.67,11.5,6.0,,31.07,,10.6,2.83,,,,50.51,,,39.55
2005-04-29,5.6,,5.5,4.67,21.93,32.69,,7.2,,19.9,25.8,20.12,80.26,71.41,18.83,,,5.74,22.3,,19.16,11.45,6.0,,31.07,,10.6,2.9,,,,52.0,,,39.75
2005-05-02,5.64,,5.6,4.64,21.99,32.63,,7.36,,20.28,25.2,20.23,80.3,71.99,18.91,,,5.69,22.0,,19.46,11.5,6.0,,31.04,,10.74,2.9,,,,53.89,,,41.17
2005-05-03,5.61,,5.6,4.58,22.0,33.2,,7.51,,20.46,25.1,20.23,76.08,71.88,18.63,,,5.65,21.51,,19.55,11.6,6.0,,31.03,,11.16,3.0,,,,54.65,,,39.56
2005-05-04,5.71,,5.6,4.8,21.9,33.37,,7.9,,21.06,25.43,20.32,76.55,71.49,19.07,,,5.66,21.74,,19.67,11.52,,,31.87,,11.57,2.8,,,,59.64,,,40.22
2005-05-05,5.6,,5.6,4.74,22.23,31.84,,7.87,,21.12,25.46,20.32,76.9,71.61,19.15,,,5.69,21.5,,19.88,11.55,,,31.88,,11.67,2.8,,,,58.95,,,39.91
2005-05-06,5.64,,5.6,4.81,22.5,32.9,,7.72,,20.54,25.42,20.32,77.25,70.3,19.16,,,5.84,21.25,,19.83,11.02,,,31.9,,11.6,,,,,58.8,,,40.64
2005-05-09,5.67,,5.58,4.72,22.57,33.41,,7.54,,20.34,25.33,20.33,77.3,70.0,19.13,,,5.91,21.28,,19.7,11.34,,,31.98,,11.1,2.8,,,,58.82,,,40.67
2005-05-10,5.6,,5.4,4.72,22.04,33.15,,7.48,,20.39,25.4,20.41,77.2,68.6,19.06,,,5.85,20.87,,19.47,11.2,,,31.87,,10.79,2.8,,,,58.02,,,40.64
2005-05-11,5.64,,5.41,4.8,22.42,33.05,,7.59,,20.16,25.2,20.45,75.55,67.83,18.98,,,5.75,20.8,,19.51,11.05,,,31.5,,10.81,2.8,,,,59.2,,,40.0
2005-05-12,5.73,,5.38,4.8,22.49,32.6,,7.42,,20.22,25.0,20.41,76.52,68.01,19.0,,,5.55,21.5,,19.83,11.1,,,31.29,,10.74,,,,,59.0,,,39.72
2005-05-13,5.68,,5.29,4.78,22.39,31.77,,7.53,,19.96,24.76,20.41,76.1,68.05,18.83,,,5.45,21.78,,19.6,11.2,7.0,,30.75,,10.74,2.8,,,,58.76,,,39.12
2005-05-16,5.82,,5.25,4.84,22.4,32.45,,7.52,,20.23,24.87,20.45,76.0,68.54,18.98,,,5.36,21.95,,19.67,11.2,6.5,,30.91,,10.93,,,,,58.76,,,39.42
2005-05-17,5.99,,5.2,4.88,21.56,32.85,,7.4,,20.03,24.69,20.41,76.9,68.03,18.79,,,5.43,20.64,,19.76,11.04,9.0,,31.2,,10.83,2.8,,,,56.5,,,39.58
2005-05-18,6.18,,5.2,5.1,21.08,32.99,,7.5,,20.44,25.0,20.5,79.75,69.71,18.9,,,5.57,21.0,,20.0,10.98,6.5,,31.99,,11.16,2.7,,,,55.2,,,40.01
2005-05-19,6.31,,5.13,5.12,21.12,32.91,,7.48,,20.42,26.0,21.0,79.95,70.11,19.17,,,5.49,21.42,,20.15,11.24,6.5,,32.32,,11.39,2.8,,,,55.2,,,40.5
2005-05-20,6.4,,5.1,5.14,21.48,32.9,,7.6,,20.34,25.94,21.0,80.6,70.9,19.28,,,5.52,21.4,,20.23,11.28,6.5,,32.76,,11.66,2.8,,,,53.37,,,41.28
2005-05-23,6.46,,5.28,5.21,21.77,32.04,,7.69,,20.64,25.43,21.24,79.41,70.59,19.59,,,5.65,21.92,,20.46,11.6,,,32.88,,11.67,,,,,53.36,,,41.68
2005-05-24,6.39,,5.38,5.18,21.79,32.11,,7.6,,20.9,25.8,21.26,78.79,71.42,19.62,,,5.66,22.12,,20.5,11.48,,,33.42,,11.39,2.83,,,,52.95,,,41.78
2005-05-25,6.4,,5.38,5.18,21.84,32.5,,7.62,,20.7,25.8,21.26,79.2,72.9,19.5,,,5.71,22.18,,20.67,11.86,,,33.7,,11.52,2.82,,,,52.5,,,42.24
2005-05-26,6.36,,5.4,5.2,21.71,32.94,,7.61,,21.0,25.97,22.0,78.6,73.49,19.94,,,5.85,22.57,,20.7,11.78,,,34.27,,11.59,2.82,,,,53.01,,,42.22
2005-05-27,6.31,,5.3,5.22,22.25,33.4,,7.67,,20.85,25.97,22.0,78.8,72.99,19.94,,,5.84,22.69,,20.53,11.92,8.5,,32.97,,11.56,2.82,,,,53.28,,,42.09
2005-05-30,6.33,,5.3,5.22,22.4,33.7,,7.7,,20.86,24.69,22.0,78.99,72.51,19.7,,,5.84,22.7,,20.44,11.9,,,33.1,,11.57,2.82,,,,54.32,,,42.34
2005-05-31,6.23,,5.3,5.14,22.29,32.55,,7.44,,20.74,25.81,22.0,77.0,72.5,19.83,,,5.69,23.15,,19.47,11.6,,,32.56,,11.51,2.83,,,,54.04,,,41.31
2005-06-01,6.27,,5.38,5.2,22.35,32.63,,7.56,,21.08,25.23,22.1,77.6,73.41,19.84,,,5.88,23.6,,20.32,11.74,,,32.6,,11.7,2.82,,,,52.89,,,42.39
2005-06-02,6.12,,5.52,5.24,22.47,33.41,,7.78,,21.49,25.74,22.1,78.48,74.72,20.13,,,5.9,24.45,,20.2,11.8,,,32.92,,11.88,2.82,,,,52.5,,,43.68
2005-06-03,6.09,,5.58,5.16,22.12,33.45,,7.79,,21.04,25.74,22.1,77.0,74.79,20.01,,,5.94,25.0,,20.48,11.74,6.5,,32.77,,11.88,2.82,,,,53.45,,,43.91
2005-06-06,6.05,,5.64,5.14,22.0,33.14,,7.82,,21.7,25.74,22.1,75.03,75.19,19.92,,,5.91,25.1,,20.62,11.63,6.5,,32.56,,12.09,2.82,,,,53.06,,,44.09
2005-06-07,6.07,,5.6,5.08,22.12,32.5,,7.89,,21.95,25.83,22.1,77.85,75.21,19.95,,,5.79,25.2,,20.55,11.75,6.5,,32.43,,12.28,2.82,,,,52.06,,,43.57
2005-06-08,6.12,,5.6,5.1,22.22,32.67,,7.72,,21.65,25.45,22.1,77.03,73.75,20.12,,,5.8,24.81,,20.22,11.59,6.5,,32.51,,12.22,2.82,,,,51.5,,,43.75
2005-06-09,6.3,,5.7,5.16,22.61,32.19,,7.79,,21.97,26.83,22.15,79.3,74.0,20.37,,,5.79,25.4,,20.05,11.71,6.5,,32.55,,12.23,2.82,,,,51.57,,,44.0
2005-06-10,6.37,,5.8,5.16,22.22,31.8,,7.85,,21.94,26.95,22.1,79.38,73.95,20.39,,,5.88,24.9,,20.0,11.6,6.5,,32.5,,12.23,2.82,,,,51.05,,,44.08
2005-06-13,6.31,,5.88,5.18,22.42,31.84,,7.92,,22.14,27.07,22.1,79.06,73.9,20.6,,,5.88,25.07,,20.33,11.8,6.5,,32.48,,12.22,2.82,,,,52.21,,,44.29
2005-06-14,6.26,,6.0,5.3,22.37,32.3,,7.84,,22.37,27.25,22.1,80.8,74.6,20.62,,,5.96,25.1,,20.1,11.64,6.5,,32.82,,12.19,2.83,,,,53.45,,,43.72
2005-06-15,6.27,,5.97,5.4,22.37,32.66,,7.84,,22.42,27.18,22.1,81.15,74.66,20.79,,,6.09,25.0,,20.52,11.78,7.8,,33.21,,12.11,2.8,,,,53.6,,,44.2
2005-06-16,6.32,,5.97,5.38,22.36,32.54,,7.85,,22.63,27.47,,81.65,73.8,20.88,,,6.22,24.92,,20.46,11.64,6.5,,33.38,,12.19,2.84,,,,53.7,,,44.88
2005-06-17,6.34,,5.99,5.46,22.5,32.9,,7.86,,22.94,28.0,22.1,81.69,73.86,21.1,,,6.23,25.15,,20.7,11.74,,,33.48,,12.33,2.8,,,,53.46,,,44.6
2005-06-20,6.32,,6.0,5.52,22.6,33.2,,7.77,,23.14,27.66,22.1,81.33,73.86,21.25,,,6.18,25.0,,20.64,11.66,,,33.44,,12.33,2.87,,,,52.92,,,45.33
2005-06-21,6.2,,6.0,5.43,22.35,33.92,,7.79,,22.83,27.73,22.1,79.8,72.67,21.01,,,6.06,24.85,,20.78,11.6,,,33.28,,12.16,2.9,,,,52.0,,,44.61
2005-06-22,6.22,,6.0,5.32,22.2,34.81,,7.87,,22.4,27.96,22.1,78.5,71.93,20.84,,,5.97,24.49,,20.8,11.52,,,33.13,,12.22,2.8,,,,51.98,,,44.54
2005-06-23,6.2,,5.95,5.28,22.76,34.44,,7.92,,22.15,26.89,22.1,77.08,70.72,20.9,,,5.97,23.81,,20.79,11.7,,,33.05,,12.13,2.8,,,,51.25,,,44.07
2005-06-24,6.17,,5.96,5.27,22.92,34.2,,7.8,,21.94,27.55,22.1,77.0,70.8,20.57,,,5.99,23.8,,20.65,11.52,,,33.04,,12.15,2.8,,,,51.85,,,43.51
2005-06-27,6.17,,6.0,5.39,22.94,34.2,,7.8,,22.35,27.4,22.1,78.54,70.77,20.9,,,5.89,23.7,,20.94,11.54,,,33.51,,12.2,2.8,,,,50.99,,,44.3
2005-06-28,6.12,,6.0,5.37,22.82,33.96,,7.82,,22.84,28.05,22.1,78.14,72.0,21.16,,,6.01,24.28,,20.7,11.54,7.83,,33.46,,12.25,2.8,,,,50.96,,,44.44
2005-06-29,6.11,,6.04,5.36,23.0,34.0,,7.76,,23.19,28.34,22.1,79.76,71.51,21.21,,,5.99,24.7,,20.95,11.7,,,33.34,,12.29,2.8,,,,50.89,,,43.96
2005-06-30,6.12,,6.04,5.34,22.96,34.0,,7.74,,22.86,28.56,22.1,80.0,70.89,21.38,,,5.85,25.15,,20.94,11.6,,,33.35,,12.3,2.8,,,,50.28,,,43.68
2005-07-01,6.14,,6.05,5.33,23.5,34.3,,7.87,,22.52,28.58,22.1,79.5,72.18,21.24,,,5.8,25.25,,21.0,11.6,,,33.4,,12.36,2.8,,,,48.88,,,44.18
2005-07-04,6.13,,6.0,5.33,23.5,33.5,,7.8,,22.48,27.5,22.1,79.9,71.71,21.23,,,5.8,25.3,,20.9,11.61,,,33.42,,12.36,2.8,,,,48.89,,,44.35
2005-07-05,6.16,,6.08,5.39,23.5,34.42,,7.85,,22.94,28.86,22.1,80.09,73.57,21.8,,,5.91,25.65,,21.02,11.51,,,34.02,,12.38,2.8,,,,48.97,,,44.89
2005-07-06,6.22,,6.29,5.45,23.72,34.95,,8.0,,23.43,28.67,22.1,78.61,73.5,21.94,,,5.98,25.52,,20.9,11.44,,,34.36,,12.43,2.8,,,,50.38,,,46.42
2005-07-07,6.21,,6.2,5.49,23.62,35.0,,8.3,,23.42,27.0,21.8,79.59,74.26,22.06,,,6.1,25.47,,21.01,11.63,,,34.32,,12.52,2.8,,,,51.09,,,46.11
2005-07-08,6.31,,6.22,5.42,23.91,36.45,,8.26,,23.7,29.95,,78.77,75.68,21.97,,,6.16,25.28,,21.0,11.51,,,34.58,,12.57,2.8,,,,51.58,,,46.64
2005-07-11,6.22,,6.2,5.36,23.58,36.03,,8.1,,23.56,29.95,22.1,78.2,74.94,21.87,,,6.04,24.9,,21.23,11.4,,,34.1,,12.74,2.8,,,,51.47,,,46.81
2005-07-12,6.22,,6.25,5.48,23.89,36.15,,8.25,,23.77,29.86,22.1,78.16,76.2,21.99,,,6.03,24.8,,21.45,11.5,,,34.25,,12.77,2.8,,,,51.5,,,47.72
2005-07-13,6.29,,6.25,5.52,23.82,36.35,,8.28,,23.65,29.85,22.1,78.79,77.11,21.77,,,6.16,25.0,,21.66,11.6,7.0,,34.57,,12.78,2.8,,,,52.06,,,47.05
2005-07-14,6.35,,6.3,5.58,23.95,36.3,,8.24,,23.7,29.97,22.1,79.85,77.76,22.17,,,6.21,24.61,,22.07,11.78,,,34.98,,12.78,2.8,,,,52.0,,,47.16
2005-07-15,6.23,,6.2,5.47,23.87,35.91,,8.15,,23.01,30.0,22.1,81.51,77.61,22.39,,,6.18,25.37,,22.11,11.75,,,34.97,,12.62,2.8,,,,51.55,,,46.87
2005-07-18,6.23,,6.2,5.46,23.95,35.83,,8.11,,22.9,29.92,22.1,81.7,79.41,22.43,,,6.16,25.2,,22.2,11.78,,,34.6,,12.6,2.8,,,,51.35,,,47.37
2005-07-19,6.22,,6.2,5.62,23.97,36.25,,8.28,,23.41,30.26,22.1,83.56,81.98,22.92,,,6.16,25.05,,22.34,11.95,9.0,,34.67,,12.66,2.8,,,,50.92,,,47.57
2005-07-20,6.3,,6.38,5.68,23.78,36.59,,8.23,,23.98,30.15,22.1,86.83,83.07,22.73,,,6.34,25.69,,22.23,12.28,9.0,,35.45,,12.76,2.8,,,,52.16,,,47.71
2005-07-21,6.34,,6.26,5.63,23.9,36.6,,8.35,,23.7,29.6,22.1,87.36,83.6,22.59,,,6.33,25.63,,22.25,12.28,9.0,,35.74,,12.67,2.8,,,,52.16,,,47.74
2005-07-22,6.35,,6.3,5.66,23.94,36.39,,8.3,,23.98,29.86,22.1,88.68,85.03,22.62,,,6.21,25.99,,22.23,12.39,9.0,,35.87,,12.59,2.8,,,,52.85,,,47.28
2005-07-25,6.35,,6.2,5.53,23.9,36.3,,8.3,,23.82,29.45,22.1,88.56,83.11,22.56,,,6.11,25.78,,22.28,12.02,7.8,,35.51,,12.43,2.8,,,,52.86,,,46.5
2005-07-26,6.34,,6.25,5.53,23.51,35.85,,8.2,,23.74,29.81,22.1,86.55,83.21,22.52,,,6.05,25.49,,22.25,11.95,7.8,,35.43,,12.51,2.8,,,,51.22,,,46.35
2005-07-27,6.38,,6.26,5.5,23.8,36.4,,8.55,,24.2,29.65,22.1,83.96,87.04,22.73,,,6.1,26.0,,22.2,12.0,7.8,,35.46,,12.79,2.85,,,,50.38,,,47.58
2005-07-28,6.42,,6.25,5.6,23.79,36.5,,8.7,,24.8,29.65,22.1,82.83,88.46,22.6,,,6.14,25.28,,22.11,11.93,9.0,,35.18,,12.79,2.87,,,,51.0,,,47.43
2005-07-29,6.41,,6.2,5.89,23.8,36.28,,8.79,,24.94,30.21,22.1,82.68,89.92,22.91,,,6.04,25.4,,22.24,11.93,9.01,,34.88,,12.79,2.8,,,,49.52,,,47.5
2005-08-01,6.61,,6.2,6.03,23.5,36.69,,8.82,,24.9,30.2,22.1,82.39,89.84,22.98,,,6.11,25.99,,22.13,11.87,,,35.39,,12.76,2.9,,,,49.45,,,48.57
2005-08-02,6.63,,6.25,5.98,23.8,36.47,,8.78,,25.26,30.42,22.1,82.0,88.78,23.58,,,6.42,26.6,,22.44,12.04,9.05,,35.41,,12.67,2.9,,,,50.08,,,49.6
2005-08-03,6.6,,6.2,5.86,23.74,35.65,,8.7,,25.03,30.42,22.1,82.03,88.18,24.04,,,6.46,26.6,,22.32,12.01,9.07,,35.22,,12.77,3.0,,,,50.61,,,50.62
2005-08-04,6.54,,6.3,5.82,23.7,36.01,,8.84,,25.3,30.1,22.1,82.19,85.92,24.35,,,6.41,26.0,,22.51,11.94,9.99,,35.15,,12.94,2.9,,,,50.01,,,50.37
2005-08-05,6.51,,6.2,5.78,23.67,35.85,,8.81,,24.76,29.77,22.1,82.2,84.81,24.32,,,6.37,25.65,,22.43,11.76,,,34.79,,12.93,2.9,,,,49.83,,,49.56
2005-08-08,6.6,,6.0,5.9,23.7,36.15,,8.88,,24.9,29.55,22.15,83.13,86.48,24.3,,,6.43,24.68,,22.01,11.98,,,34.9,,13.03,2.92,,,,49.2,,,50.1
2005-08-09,6.65,,6.26,5.94,23.66,36.59,,8.92,,24.86,29.6,22.1,83.79,86.98,24.52,,,6.39,24.8,,22.42,11.9,8.52,,35.11,,12.9,2.92,,,,48.13,,,50.88
2005-08-10,6.71,,6.2,6.0,23.45,38.8,,8.85,,24.76,29.5,22.1,83.13,86.9,24.26,,,6.68,24.3,,22.5,11.85,8.52,,35.33,,12.97,2.92,,,,47.67,,,50.45
2005-08-11,6.71,,6.28,6.04,23.3,39.75,,8.8,,25.48,29.43,22.1,82.41,88.2,24.47,,,6.87,24.12,,22.6,11.8,,,35.24,,13.0,2.92,,,,48.69,,,49.72
2005-08-12,6.7,,6.25,5.91,23.53,40.25,,8.73,,25.26,29.55,22.1,81.98,88.99,24.73,,,6.9,24.0,,23.3,11.72,,,35.14,,12.97,2.92,,,,49.06,,,49.3
2005-08-15,6.79,,6.25,5.98,23.95,40.03,,8.9,,25.28,29.75,22.1,81.99,90.01,24.74,,,6.92,24.8,,24.08,11.98,,,35.11,,13.0,2.92,,,,49.0,,,50.02
2005-08-16,6.73,,6.2,5.81,23.75,40.64,,8.8,,24.84,28.81,22.0,81.49,90.21,24.42,,,6.77,24.43,,23.8,11.88,,,34.53,,12.83,2.93,,,,48.87,,,48.64
2005-08-17,6.71,,6.2,5.84,23.89,40.52,,8.76,,24.74,28.84,22.0,81.45,94.17,24.12,,,6.68,24.76,,23.31,11.74,9.0,,34.46,,12.73,2.92,,,,48.5,,,48.96
2005-08-18,6.8,,6.25,5.94,23.7,40.0,,8.75,,24.86,28.7,22.0,81.45,93.9,24.37,,,6.68,25.88,,23.24,11.7,,,34.57,,12.58,2.92,,,,48.2,,,49.1
2005-08-19,6.82,,6.3,6.0,23.87,40.55,,8.76,,24.88,28.5,22.0,81.57,93.08,24.69,,,6.61,26.39,,23.5,11.79,,,34.76,,12.33,3.0,,,,48.36,,,49.05
2005-08-22,7.05,,6.4,6.06,23.83,40.5,,8.78,,25.14,28.75,22.0,81.51,94.16,24.81,,,6.76,26.2,,23.3,11.82,,,34.89,,12.06,3.3,,,,47.27,,,49.5
2005-08-23,7.05,,6.5,6.0,23.51,40.74,,8.81,,25.06,28.5,22.0,82.01,92.52,24.72,,,6.74,25.65,,23.4,11.85,,,35.06,,11.95,3.5,,,,45.74,,,49.26
2005-08-24,6.83,,6.38,5.96,23.47,40.7,,8.78,,24.91,28.71,22.0,82.02,91.0,25.0,,,6.58,25.05,,23.27,11.74,10.5,,34.31,,12.1,4.07,,,,45.75,,,48.87
2005-08-25,6.87,,6.36,6.04,23.47,40.61,,8.74,,24.4,28.54,22.0,82.02,90.33,24.68,,,6.65,24.8,,23.5,11.72,,,34.31,,12.29,4.7,,,,45.54,,,48.92
2005-08-26,6.71,,6.35,5.97,23.37,40.78,,8.58,,23.96,28.69,22.0,80.13,91.0,24.06,,,6.64,24.65,,23.0,11.5,,,34.42,,11.9,4.67,,,,44.51,,,48.4
2005-08-29,6.62,,6.35,5.98,23.06,39.72,,8.5,,24.02,29.0,22.0,78.5,88.96,23.93,,,6.42,24.6,,22.68,11.22,,,34.22,,11.99,3.9,,,,43.57,,,47.7
2005-08-30,6.54,,6.2,5.82,22.93,39.56,,8.18,,23.89,28.72,22.0,76.0,86.46,24.11,,,6.36,23.5,,22.22,10.86,,,33.72,,11.71,4.5,,,,41.83,,,46.55
2005-08-31,6.54,,6.26,5.9,23.18,39.8,,8.28,,25.64,29.13,22.0,76.88,88.5,24.58,,,6.32,24.17,,21.9,11.12,,,33.81,,11.79,4.5,,,,41.97,,,46.76
2005-09-01,6.63,,6.4,6.14,23.07,40.21,,8.38,,26.72,29.82,22.0,75.8,90.59,24.88,,,6.34,24.0,,21.5,11.38,,,34.16,,11.67,,,,,43.39,,,47.14
2005-09-02,6.73,,6.4,6.38,23.45,41.06,,8.28,,26.76,29.95,22.0,75.95,91.49,24.92,,,6.6,24.02,,22.16,11.48,,,34.41,,11.87,2.92,,,,43.3,,,48.22
2005-09-05,6.81,,6.4,6.42,23.42,41.06,,8.32,,26.78,29.95,22.0,76.52,91.9,25.16,,,6.68,24.2,,22.06,11.58,,,34.69,,12.0,,,,,45.0,,,48.71
2005-09-06,6.86,,6.48,6.46,23.4,42.86,,8.44,,28.37,30.39,22.0,77.4,93.0,25.15,,,6.53,24.71,,22.14,11.4,,,35.5,,12.04,,,,,44.2,,,48.65
2005-09-07,6.88,,6.5,6.52,23.39,42.75,,8.74,,27.98,30.22,22.0,79.65,94.0,26.0,,,6.62,25.0,,22.3,11.8,,,36.0,,12.13,3.9,,,,45.25,,,50.47
2005-09-08,6.79,,6.46,6.4,23.26,42.02,,8.55,,27.32,30.22,22.0,79.4,93.17,25.84,,,6.55,24.45,,21.9,12.38,,,35.88,,11.97,3.9,,,,44.53,,,49.39
2005-09-09,6.84,,6.52,6.42,23.25,42.0,,8.6,,27.48,30.1,22.0,80.7,92.5,26.22,,,6.6,24.5,,22.32,12.59,,,36.08,,12.18,4.63,,,,45.65,,,51.47
2005-09-12,6.68,,6.5,6.37,23.25,42.28,,8.6,,27.12,30.44,22.0,81.45,90.93,26.16,,,6.55,24.59,,22.29,12.6,,,36.28,,12.62,3.9,,,,46.08,,,51.87
2005-09-13,6.62,,6.49,6.26,23.25,43.2,,8.44,,27.36,30.1,22.0,80.01,89.4,26.09,,,6.45,25.51,,21.76,12.49,,,36.59,,12.67,3.9,,,,46.0,,,51.48
2005-09-14,6.62,,6.49,6.34,23.18,44.36,,8.48,,27.88,30.35,22.0,80.94,89.76,25.98,,,6.34,25.76,,21.99,12.49,,,37.61,,12.73,3.9,,,,46.72,,,52.29
2005-09-15,6.58,,6.6,6.44,23.13,44.68,,8.57,,28.17,30.31,22.0,81.67,90.0,25.96,,,6.3,26.2,,22.26,9.66,,,38.29,,12.7,3.9,,,,46.2,,,54.43
2005-09-19,6.81,,6.5,6.54,23.24,43.6,,8.62,,28.19,30.33,22.0,81.68,92.88,26.46,,,6.53,26.43,,23.23,9.84,,,39.23,,13.16,,,,,49.0,,,55.36
2005-09-20,6.78,,6.5,6.58,23.17,43.36,,8.57,,27.52,29.83,22.0,80.79,94.77,26.27,,,6.58,26.98,,23.66,9.66,,,38.28,,13.6,3.9,,,,48.27,,,53.27
2005-09-21,6.75,,6.69,6.82,23.14,42.85,,8.48,,27.99,28.7,22.1,81.0,97.0,25.57,,,6.66,27.2,,23.21,9.6,,,38.14,,13.88,3.9,,,,48.52,,,53.04
2005-09-22,6.72,,6.69,6.8,22.57,43.12,,8.5,,28.02,28.06,22.1,81.52,95.15,25.07,,,6.7,26.5,,23.69,9.36,,,37.96,,13.53,3.9,,,,48.33,,,52.77
2005-09-23,6.73,,6.7,6.81,22.73,42.98,,8.5,,27.76,28.1,22.2,80.5,96.81,25.15,,,6.62,27.25,,23.51,9.34,,,37.69,,13.57,4.6,,,,48.25,,,52.58
2005-09-26,6.79,,6.7,6.9,23.22,43.36,,8.52,,27.86,28.83,22.2,80.73,97.34,25.43,,,6.91,28.0,,23.75,9.38,,,37.78,,13.45,,,,,47.01,,,52.22
2005-09-27,6.64,,6.8,6.91,23.15,43.3,,8.59,,27.22,28.6,22.2,81.35,96.15,25.34,,,7.02,27.85,,23.99,9.43,,,37.84,,13.38,4.6,,,,46.9,,,52.98
2005-09-28,6.56,,6.8,6.96,23.25,43.1,,8.6,,27.28,29.2,22.2,80.16,95.99,25.28,,,7.13,27.6,,23.91,9.38,,,38.05,,13.31,5.0,,,,47.21,,,54.1
