Date,BMV:ALFAA,BMV:ALPEKA,BMV:ALSEA,BMV:AMXL,BMV:AC,BMV:ASURB,BMV:GFREGIOO,BMV:BIMBOA,BMV:BOLSAA,BMV:CEMEXCPO,BMV:KOFL,BMV:LIVEPOLC-1,BMV:ELEKTRA,BMV:GFNORTEO,BMV:FEMSAUBD,BMV:LABB,BMV:GENTERA,BMV:GMEXICOB,BMV:GRUMAB,BMV:GAPB,BMV:GCARSOA1,BMV:GFINBURO,BMV:SANMEXB,BMV:LALAB,BMV:TLEVISACPO,BMV:IENOVA,BMV:KIMBERA,BMV:MEXCHEM,BMV:NEMAKA,BMV:OHLMEX,BMV:OMAB,BMV:PE&OLES,BMV:PINFRA,BMV:VOLARA,BMV:WALMEX
2016-07-28,30.79,32.99,67.12,11.1,120.55,282.0,108.0,56.49,32.97,14.05,148.2,182.88,271.01,101.91,169.98,21.08,35.56,45.91,271.94,188.9,76.5,30.48,34.37,40.84,98.9,76.52,42.35,40.41,21.45,24.61,113.38,472.51,218.87,35.02,42.98
2016-07-29,30.69,33.26,66.87,10.79,120.51,288.49,107.42,56.03,33.08,14.29,147.0,180.24,277.2,102.69,167.72,21.56,34.82,45.24,269.94,184.33,76.49,30.1,34.2,40.67,99.59,75.74,42.38,40.91,21.3,25.81,116.7,480.26,219.09,34.07,42.8
2016-08-01,30.42,33.46,66.8,10.92,120.98,287.26,107.26,55.65,33.04,14.3,144.08,179.6,276.5,104.53,168.78,21.25,35.54,45.62,269.4,185.1,76.83,30.47,34.1,40.45,98.82,74.68,43.53,41.85,21.41,25.54,115.55,481.98,220.01,34.81,42.75
2016-08-02,30.22,34.2,66.67,10.92,118.78,282.13,107.71,54.91,33.7,13.9,140.9,182.5,272.31,102.7,167.8,21.7,34.12,46.35,266.78,184.11,76.44,29.9,34.49,40.21,99.01,73.75,43.15,41.14,21.19,25.43,115.17,490.0,221.7,33.97,42.63
2016-08-03,30.6,35.06,67.41,10.85,119.8,287.03,107.99,55.4,33.07,14.19,140.92,183.59,272.31,103.76,168.29,21.4,34.58,47.3,265.41,185.0,76.3,30.32,34.76,40.54,98.79,75.45,43.3,40.95,21.3,26.95,115.0,499.91,222.25,34.07,43.17
2016-08-04,31.0,34.76,67.6,10.76,118.66,288.12,107.72,55.58,33.98,14.28,139.99,182.41,272.84,103.6,167.75,20.43,35.3,47.38,269.79,184.73,76.06,30.08,34.27,40.39,99.65,73.28,43.3,40.32,21.08,26.85,114.87,505.98,224.07,34.41,43.65
2016-08-05,31.34,34.77,67.97,10.82,123.6,289.18,109.0,55.4,34.77,14.74,139.92,186.69,272.71,104.19,167.79,20.41,35.7,47.31,268.94,184.64,76.51,30.56,34.76,40.85,99.13,73.8,43.8,41.44,21.1,28.31,115.25,490.0,227.41,34.82,43.64
2016-08-08,31.41,35.08,67.07,10.86,124.8,284.39,107.7,55.63,35.5,14.6,143.06,189.0,272.89,105.3,169.9,20.57,35.96,47.65,265.89,185.78,77.82,30.8,34.39,40.5,97.56,74.41,44.44,42.17,21.12,28.1,116.03,498.99,228.97,34.7,44.18
2016-08-09,31.8,34.82,67.45,11.08,123.44,287.98,108.35,55.51,34.46,15.0,142.98,188.65,274.81,105.0,172.77,20.99,35.75,46.99,268.55,186.5,77.9,30.79,35.39,40.3,96.82,74.64,44.38,42.01,21.13,28.08,116.9,509.59,225.96,34.61,44.13
2016-08-10,31.51,34.42,66.82,11.15,122.09,288.04,108.84,55.83,34.1,15.49,143.54,190.04,274.78,104.38,174.0,21.1,35.68,47.57,268.54,188.87,77.9,30.77,35.47,40.4,97.29,74.25,45.21,41.65,21.06,27.0,117.14,510.9,227.19,34.8,43.5
2016-08-11,31.65,34.0,66.65,11.22,122.88,288.77,108.44,55.15,34.77,15.8,147.43,195.77,272.29,108.18,174.81,21.02,35.75,48.06,266.13,188.59,78.59,31.36,35.92,40.87,98.9,74.0,45.6,42.27,20.61,27.2,117.35,515.19,227.99,34.33,44.52
2016-08-12,31.44,33.86,66.44,11.0,123.52,289.44,107.99,55.46,34.46,15.89,145.11,197.4,271.8,108.04,176.02,21.05,35.15,48.95,261.41,188.6,77.85,31.22,35.78,41.07,99.46,73.9,45.29,42.82,20.2,26.97,117.5,510.77,226.33,34.35,44.37
2016-08-15,31.58,34.29,66.5,11.05,120.31,292.18,113.25,55.5,33.9,16.06,147.81,199.11,273.9,108.8,177.86,21.3,35.49,49.63,263.65,188.49,78.22,32.45,36.18,41.33,100.12,73.43,44.87,43.55,20.0,26.19,117.45,509.28,234.81,34.04,44.57
2016-08-16,31.17,33.96,66.56,11.04,120.51,288.67,109.33,55.0,33.89,15.88,146.14,199.06,270.51,106.8,177.53,21.14,35.74,50.26,260.41,187.8,77.63,32.7,35.15,41.5,98.96,73.03,44.76,43.86,20.26,26.0,117.14,508.0,230.19,34.18,43.81
2016-08-17,31.0,33.5,67.2,11.11,120.0,294.0,105.5,55.21,33.56,15.82,147.19,199.24,271.8,104.4,178.82,21.06,36.25,48.99,265.48,192.46,77.3,32.85,34.65,40.98,98.84,72.0,45.74,43.09,20.92,26.05,116.69,506.0,229.0,33.8,43.79
2016-08-18,31.56,33.69,67.65,11.07,119.0,297.28,106.89,55.6,34.84,15.73,147.88,200.93,268.61,105.61,182.43,21.14,35.93,48.0,262.3,196.65,77.0,32.51,34.75,40.97,98.79,71.97,45.05,44.05,20.7,25.6,119.36,512.46,236.55,33.68,43.9
2016-08-19,31.12,33.43,67.65,11.02,118.8,295.56,106.4,55.23,34.64,15.76,146.32,201.72,271.13,104.82,180.13,20.0,36.04,48.27,262.77,195.39,77.34,32.29,34.76,41.15,100.56,71.7,44.33,43.71,20.88,25.36,119.58,507.14,237.71,33.46,43.66
2016-08-22,31.13,33.49,67.97,10.96,118.06,295.5,107.49,55.79,34.52,15.73,146.21,201.86,271.01,105.58,179.65,21.42,35.82,48.37,261.73,191.76,77.33,32.29,34.47,41.3,100.99,72.82,44.65,43.53,20.78,25.03,119.26,493.64,233.4,33.16,43.55
2016-08-23,30.79,32.96,67.0,10.9,116.29,290.03,109.3,54.62,34.4,15.6,144.93,202.07,265.8,102.81,177.18,21.31,34.99,47.13,258.78,186.59,77.42,31.89,35.14,40.48,101.24,73.4,44.16,43.01,20.35,24.81,117.07,485.0,226.18,33.04,43.09
2016-08-24,30.59,33.33,68.03,10.85,118.19,291.9,108.9,55.1,34.65,15.39,146.4,202.35,266.0,104.0,178.22,21.62,34.99,46.59,256.5,188.66,78.73,32.24,35.25,40.18,101.46,73.4,45.27,43.94,20.78,25.2,117.51,453.67,226.0,32.8,43.73
2016-08-25,30.42,32.56,68.05,11.04,118.5,291.9,109.1,55.01,34.38,14.89,145.11,204.88,267.5,104.0,175.89,21.58,35.33,46.87,256.0,189.75,77.34,32.33,35.32,40.4,101.97,73.55,45.9,43.92,20.97,25.4,118.3,444.01,225.49,32.48,43.88
2016-08-26,30.43,32.15,67.53,10.97,117.13,285.63,106.5,53.45,34.34,15.49,142.31,202.73,267.32,103.0,172.02,21.27,35.1,46.23,253.6,186.6,77.08,32.4,35.64,39.95,101.73,72.36,46.25,43.3,21.08,25.76,116.1,450.1,223.35,33.31,42.88
2016-08-29,30.65,32.24,67.77,11.11,117.68,287.76,107.93,52.97,34.29,15.65,141.93,205.0,260.07,103.22,173.05,21.17,34.71,46.4,253.7,186.46,77.11,32.69,35.85,39.81,102.16,72.66,45.69,42.97,21.38,26.2,116.71,450.38,225.96,33.16,43.37
2016-08-30,30.7,32.21,67.51,11.15,117.34,289.96,108.79,53.15,34.62,15.59,140.88,204.49,266.45,102.95,173.0,21.14,35.92,46.87,251.95,187.69,77.35,32.26,35.96,39.68,102.84,72.43,44.78,43.55,21.15,26.02,117.9,447.16,225.4,33.35,43.06
2016-08-31,30.6,32.48,67.51,11.23,117.42,286.39,107.0,53.56,34.11,15.58,140.38,204.92,265.78,101.35,172.32,21.17,36.75,47.02,250.02,187.0,76.7,32.8,35.94,39.4,102.61,72.59,44.98,43.44,21.3,26.56,115.77,434.88,225.51,33.46,42.96
2016-09-01,30.47,32.94,67.6,11.04,117.23,293.03,112.5,53.22,34.84,15.5,142.63,202.87,256.34,104.99,173.54,20.91,35.51,46.0,250.09,186.69,78.99,32.53,35.93,38.95,101.93,74.93,45.08,44.12,20.85,25.73,118.93,440.0,225.64,33.35,42.94
2016-09-02,30.58,33.89,67.98,10.94,118.32,292.69,111.67,54.79,35.16,15.69,142.02,203.85,257.96,105.75,172.45,21.0,35.45,46.7,251.57,187.9,78.23,32.59,35.77,38.91,102.7,75.58,45.86,44.6,20.94,26.22,119.58,441.1,227.99,33.47,43.23
2016-09-05,30.48,33.71,67.63,10.93,119.26,292.69,111.47,54.09,35.0,15.78,143.19,203.65,259.58,105.28,174.34,20.97,35.88,46.25,255.73,188.63,78.46,32.08,36.0,39.02,102.7,75.85,46.0,44.5,20.89,26.29,120.0,444.0,228.6,33.55,43.19
2016-09-06,30.46,33.81,67.78,10.91,119.93,291.69,110.52,54.01,34.85,15.59,141.17,204.79,255.59,106.1,172.0,21.24,34.92,47.48,254.4,188.24,78.68,32.66,35.08,39.18,99.58,75.81,46.23,45.24,20.75,26.25,117.85,459.49,226.3,33.65,43.04
2016-09-07,30.26,33.41,67.28,10.84,117.87,288.91,112.98,53.52,34.75,15.39,139.2,203.89,253.98,107.56,170.2,21.03,35.09,47.04,249.5,188.08,77.4,32.65,35.45,38.19,100.19,75.1,45.29,45.59,20.88,26.29,120.26,442.79,228.0,33.7,42.38
2016-09-08,29.95,33.8,67.4,11.01,117.59,288.97,113.99,53.75,34.49,15.42,142.11,203.65,253.15,106.35,170.2,21.0,35.29,46.72,247.8,186.49,77.92,32.55,35.6,38.86,100.1,75.59,45.66,45.55,20.66,26.15,120.41,443.5,222.75,33.66,41.82
2016-09-09,29.18,33.07,66.66,10.89,117.39,281.8,112.84,53.32,33.84,14.74,139.75,202.2,252.26,103.7,169.26,20.37,34.59,44.8,245.41,181.16,76.15,32.1,35.65,38.62,95.68,74.74,44.98,44.8,20.7,25.5,118.18,425.4,216.11,33.58,41.42
2016-09-12,29.19,32.67,66.24,11.08,117.21,277.03,110.0,54.25,33.17,15.12,141.56,203.01,254.17,105.43,171.25,20.39,34.7,44.59,243.02,180.01,76.84,32.04,34.69,37.97,95.65,74.95,44.0,44.69,20.6,26.32,116.82,425.0,217.45,33.17,42.15
2016-09-13,28.76,32.25,66.45,11.18,116.53,278.52,108.19,52.26,33.02,14.61,139.23,201.71,250.1,103.5,167.48,20.42,34.49,43.91,253.3,176.87,78.49,32.44,34.52,37.62,94.89,73.48,43.89,44.2,20.45,25.91,113.26,433.97,217.0,33.13,41.31
2016-09-14,28.66,32.03,65.89,11.1,116.0,276.4,108.89,50.77,32.45,14.48,140.68,203.8,246.25,101.1,167.63,19.96,33.69,43.75,249.85,174.0,76.62,31.92,33.63,37.69,95.18,73.09,43.07,44.15,20.44,26.04,113.24,419.22,214.91,33.57,40.77
2016-09-15,28.95,32.07,66.0,11.15,116.01,276.87,108.5,51.38,33.85,14.58,140.42,200.65,243.96,100.59,168.14,20.53,33.7,42.86,252.38,175.19,77.16,32.31,33.9,38.09,95.09,73.02,43.18,43.92,20.46,26.01,111.31,419.19,213.96,33.0,42.19
2016-09-19,28.92,31.77,66.83,10.96,116.51,276.23,108.01,52.31,32.83,14.48,142.05,199.75,248.01,100.41,168.91,20.43,33.51,43.73,254.12,173.9,76.54,31.61,33.46,37.84,96.05,73.21,43.23,43.97,20.32,25.92,109.65,433.06,213.69,33.55,41.61
2016-09-20,28.9,31.67,67.5,11.02,116.39,278.01,108.31,52.45,32.17,14.61,141.02,201.25,242.49,101.59,173.64,20.25,34.27,43.91,257.99,173.8,77.02,30.9,33.4,38.38,96.69,74.2,44.92,43.94,20.26,25.4,109.59,445.31,213.31,33.96,42.13
2016-09-21,29.4,31.78,67.9,11.24,117.28,282.06,111.81,52.45,31.48,14.76,142.83,202.25,245.04,102.8,178.54,20.49,34.01,44.87,261.48,175.98,76.99,31.14,34.21,39.62,97.9,74.38,43.9,43.9,20.46,24.71,110.05,464.05,212.75,33.92,42.85
2016-09-22,29.67,32.34,68.4,11.46,118.51,287.0,112.81,53.14,31.0,15.32,148.43,203.99,251.5,106.9,180.38,20.36,34.45,46.76,262.87,179.64,78.82,32.64,34.61,38.89,101.38,75.46,44.35,44.39,20.64,25.71,111.81,480.56,213.15,34.4,43.47
2016-09-23,29.66,32.62,67.22,11.42,115.75,281.88,111.32,53.35,30.85,15.35,152.46,203.99,254.95,103.1,182.1,20.23,34.5,46.43,256.14,179.7,78.88,31.23,33.39,39.05,101.98,75.3,44.62,44.38,20.8,25.1,110.43,476.39,211.95,34.64,43.15
2016-09-26,29.88,32.65,66.25,11.17,115.65,279.98,112.0,52.6,30.8,15.04,148.3,200.0,252.17,101.11,179.17,20.26,34.49,46.35,253.27,177.84,78.33,30.28,33.55,38.11,100.86,75.49,44.15,43.83,20.51,24.65,111.14,469.99,211.33,34.22,43.1
2016-09-27,30.24,33.36,66.73,11.05,120.76,282.63,112.47,54.63,30.79,15.43,148.88,209.0,250.01,104.76,179.47,20.37,35.0,47.0,257.5,179.69,81.75,31.01,34.25,38.58,100.17,75.75,44.6,45.2,20.96,25.38,113.77,481.0,211.7,34.22,43.32
2016-09-28,30.26,34.14,66.63,11.25,118.9,286.76,112.81,53.23,31.0,15.74,147.12,205.55,252.36,104.19,179.72,20.83,34.81,48.04,258.56,183.09,81.36,31.48,34.69,38.59,102.25,76.5,44.68,45.28,21.48,25.07,114.4,480.44,211.54,33.7,43.96
2016-09-29,30.36,33.28,66.1,11.16,116.0,281.16,111.01,52.93,31.0,15.91,146.61,204.03,248.01,102.36,178.64,20.12,34.87,47.1,257.99,181.84,78.29,31.35,34.24,37.9,100.2,76.49,44.51,44.08,21.31,24.95,112.0,481.05,211.92,33.65,43.59
2016-09-30,30.2,32.86,65.61,11.06,115.4,283.63,111.06,51.3,30.87,15.39,145.49,203.0,250.31,101.79,178.47,20.18,35.03,47.42,254.38,184.33,77.76,30.6,34.02,37.0,99.6,75.53,43.86,43.33,21.35,25.73,114.3,464.0,208.74,33.8,42.45
2016-10-03,30.4,32.79,67.0,11.13,119.03,281.83,114.72,53.16,30.8,15.3,145.9,201.56,243.37,105.57,180.18,20.34,35.49,47.19,254.2,182.58,79.49,30.67,34.41,37.05,101.0,75.79,42.92,43.44,21.31,25.16,114.16,451.0,212.83,34.05,42.78
2016-10-04,30.41,32.9,67.06,11.06,119.82,293.0,112.65,53.33,30.66,15.28,147.73,205.75,245.69,107.0,181.64,20.94,35.63,47.74,254.08,187.98,81.89,31.12,34.25,37.37,100.3,74.96,43.3,44.84,21.34,25.53,115.99,434.49,214.94,34.13,43.47
2016-10-05,30.51,32.93,67.01,11.2,120.05,294.41,115.71,53.02,30.78,15.53,149.18,206.5,247.02,106.0,181.71,20.75,36.65,47.87,260.81,189.06,81.49,31.12,34.85,37.33,100.73,75.71,43.41,44.81,21.37,25.46,117.0,441.88,215.65,34.64,43.21
2016-10-06,30.58,33.58,67.35,11.1,119.63,293.59,112.95,52.53,30.91,15.7,149.47,205.01,250.5,106.1,181.4,20.67,36.37,47.62,256.37,187.51,80.11,30.92,35.05,37.52,99.38,77.98,43.69,44.6,20.94,24.8,117.75,434.0,214.41,34.53,42.6
2016-10-07,30.11,32.84,67.0,11.25,118.01,291.63,114.49,51.81,30.82,15.64,147.6,200.2,251.37,106.12,179.44,20.87,36.28,47.2,251.0,186.94,80.45,30.59,34.51,36.71,99.66,76.6,43.69,44.35,20.98,23.61,112.98,433.99,215.2,34.05,41.62
2016-10-10,31.14,33.34,67.6,11.35,118.06,293.45,116.78,52.34,31.81,16.07,151.71,204.6,251.61,109.39,182.3,21.0,36.47,47.53,254.99,186.25,81.41,30.87,34.62,36.9,100.94,77.27,43.91,45.18,21.12,23.99,112.1,448.07,216.8,34.53,42.01
2016-10-11,31.15,32.99,68.01,11.33,117.45,291.94,119.41,52.04,31.65,15.92,151.0,204.13,252.59,108.16,180.39,20.83,36.51,47.7,257.78,188.38,81.71,30.76,33.99,37.0,98.71,78.65,43.07,44.84,21.04,23.71,113.5,436.0,214.0,34.4,41.56
2016-10-12,31.2,32.98,67.4,11.31,118.24,293.02,118.5,51.49,31.37,15.83,150.92,205.7,253.5,107.67,182.11,20.82,36.81,47.5,260.23,187.44,80.14,30.73,33.63,36.95,97.83,79.21,42.89,44.72,20.84,23.0,114.25,438.47,213.01,34.97,41.59
2016-10-13,31.06,32.83,68.07,11.17,118.37,286.5,119.0,51.19,31.52,16.11,151.05,204.57,254.0,106.6,181.85,20.51,36.0,47.97,258.56,187.89,78.72,30.41,33.24,37.1,95.95,81.0,42.4,44.34,20.87,22.94,114.24,452.03,213.87,35.65,41.42
2016-10-14,30.85,32.66,68.51,11.0,117.96,293.26,118.15,51.68,31.54,15.91,152.05,204.49,257.19,107.14,183.37,20.0,36.87,47.5,256.33,187.47,78.91,30.03,33.6,36.74,96.15,83.47,42.0,44.35,21.09,23.1,113.07,437.0,213.38,35.9,41.3
2016-10-17,30.99,31.85,68.83,10.94,116.35,291.09,119.59,51.07,32.19,16.09,150.52,202.71,256.91,107.75,182.31,20.35,37.42,47.64,257.13,186.86,80.02,30.21,33.61,36.42,95.92,83.91,41.99,44.0,21.69,22.99,111.53,437.3,210.87,35.87,41.27
2016-10-18,30.2,30.21,68.99,11.04,119.08,299.34,117.9,51.99,32.06,16.27,151.66,205.25,258.0,109.66,182.05,20.6,37.38,47.8,258.0,190.46,82.5,31.25,34.25,36.69,96.65,83.08,42.4,44.97,21.29,23.82,112.83,458.9,210.2,35.97,41.87
2016-10-19,29.78,29.43,70.19,11.21,120.82,298.65,120.08,53.25,32.47,16.5,151.57,209.31,263.0,111.77,182.5,20.9,38.0,48.0,266.0,191.33,85.33,31.99,34.32,36.91,97.77,83.06,42.29,45.76,20.78,24.03,112.84,469.78,214.7,36.43,41.72
2016-10-20,29.55,30.2,70.8,11.11,118.63,301.02,119.85,52.04,31.7,16.72,150.73,206.0,262.81,111.6,182.01,20.42,37.4,47.86,265.8,191.1,82.08,31.78,34.01,36.5,97.0,83.2,41.8,45.32,20.65,23.45,113.45,456.11,214.27,36.47,41.28
2016-10-21,29.2,30.4,69.71,11.17,117.56,302.18,119.56,51.65,31.2,17.0,150.05,208.5,262.0,112.85,183.33,20.59,38.16,47.76,266.99,194.53,80.84,31.3,34.39,35.5,97.16,82.37,42.01,45.1,20.19,23.09,113.78,450.0,212.01,36.85,41.6
2016-10-24,29.16,29.89,70.12,11.22,117.02,302.1,123.55,51.88,31.42,16.92,150.27,207.65,264.93,113.85,182.8,20.45,38.08,47.84,260.16,194.17,81.57,31.9,34.12,35.25,95.35,82.49,42.23,45.4,19.98,23.07,113.47,449.04,211.72,36.87,41.56
2016-10-25,28.69,28.99,70.2,11.19,116.89,301.28,121.98,51.21,31.01,16.84,147.02,203.49,266.5,113.29,180.4,20.65,37.27,47.9,260.7,189.1,79.88,31.3,34.19,35.4,95.46,82.67,42.12,45.23,19.92,22.44,112.73,450.87,211.5,36.51,41.1
2016-10-26,28.64,28.74,70.1,11.08,119.0,301.64,122.49,51.0,30.88,16.84,143.76,199.56,264.42,111.77,178.46,20.46,37.39,47.32,261.91,189.0,82.66,30.5,34.33,35.53,95.21,82.52,41.25,45.26,20.06,22.73,113.27,459.45,212.89,35.82,40.75
2016-10-27,28.93,29.05,70.4,11.18,118.26,303.41,122.85,51.55,31.19,16.85,146.91,199.2,265.87,112.97,181.53,21.0,37.28,48.02,266.0,187.6,82.62,31.47,34.7,35.43,95.26,83.34,41.72,45.51,19.96,22.25,113.5,481.7,210.9,36.17,40.52
2016-10-28,28.77,28.53,70.63,12.42,116.39,302.22,121.92,51.14,30.9,16.45,143.66,198.1,264.93,111.5,180.58,21.49,36.27,46.35,264.1,182.99,81.31,30.82,34.33,35.3,93.11,83.68,40.95,45.68,19.5,21.99,111.25,466.0,212.0,35.46,39.64
2016-10-31,28.68,28.14,70.52,12.52,117.46,300.9,123.89,50.96,30.25,16.35,141.92,198.77,261.54,111.5,181.23,22.68,37.28,46.4,262.74,182.6,82.6,30.8,34.23,35.15,92.86,83.5,40.73,45.17,19.68,22.18,110.3,457.25,210.85,36.12,39.98
2016-11-01,28.21,27.96,67.92,12.55,114.76,298.63,122.31,50.29,30.2,16.05,139.96,192.9,263.0,108.9,174.95,23.42,36.38,45.49,260.0,178.2,79.76,29.8,33.12,35.01,93.36,82.69,40.8,44.13,19.28,21.5,106.22,468.11,207.19,34.96,39.87
2016-11-03,27.97,26.97,67.33,12.18,114.43,292.1,121.02,48.7,29.0,16.26,138.31,189.04,261.91,107.61,171.74,23.8,35.41,45.07,250.01,178.11,79.61,28.91,32.38,34.6,92.61,82.21,40.88,44.36,19.06,20.7,104.3,453.05,201.91,34.39,40.12
2016-11-04,27.93,27.04,68.4,11.85,113.45,288.38,121.63,49.8,28.85,15.82,137.63,189.9,260.97,109.5,171.88,24.76,35.01,47.25,253.15,176.99,80.91,28.96,32.32,34.5,92.04,81.9,42.15,43.49,19.34,20.59,107.56,476.01,201.99,34.46,39.97
2016-11-07,28.65,27.36,68.6,12.12,116.0,305.89,126.43,51.91,29.5,16.7,142.93,197.48,265.05,111.5,176.67,25.0,36.19,48.34,257.92,183.0,86.41,29.74,33.9,35.73,95.04,82.93,42.96,44.4,19.76,21.83,111.49,489.0,203.35,35.8,40.28
2016-11-08,28.58,27.31,69.68,12.39,116.0,303.65,129.29,52.02,29.96,16.61,141.01,197.89,264.75,113.77,177.53,24.91,35.98,48.8,257.9,182.0,88.9,30.52,34.01,36.11,94.12,83.85,43.43,45.1,19.77,23.05,109.33,494.41,209.98,35.72,41.2
2016-11-09,27.08,26.94,67.81,11.98,114.02,304.93,123.76,52.19,28.91,16.44,141.91,186.96,260.5,105.46,176.89,23.98,36.09,50.87,256.92,180.06,83.41,29.07,32.9,34.26,92.79,83.02,41.77,43.39,18.19,21.78,104.3,559.46,201.0,34.23,40.3
2016-11-10,24.5,25.87,60.28,11.78,109.05,295.14,113.49,50.04,28.57,15.49,136.88,169.22,254.51,96.08,171.04,23.52,30.85,52.53,253.16,169.49,75.74,27.4,30.08,33.07,92.9,78.03,39.1,42.0,16.6,20.5,102.13,540.0,180.1,32.73,37.12
2016-11-11,24.7,25.71,58.03,11.6,106.75,282.67,113.08,50.12,28.5,15.4,131.0,157.97,252.51,94.62,169.0,23.77,31.44,55.81,248.54,163.09,75.82,27.7,28.83,31.32,92.54,77.5,37.65,43.22,16.96,20.12,96.84,479.12,178.52,31.92,38.18
2016-11-14,25.0,25.55,58.18,11.64,109.69,297.35,117.51,51.62,28.1,15.43,132.38,159.8,255.91,95.8,168.13,24.07,31.54,57.59,250.67,171.18,77.18,28.42,29.98,30.8,93.6,78.66,38.15,41.77,17.16,19.28,98.19,471.08,184.15,32.05,37.8
2016-11-15,24.81,25.47,61.38,11.69,107.0,301.17,118.4,49.93,28.6,15.49,129.62,158.13,255.0,95.67,163.67,24.36,33.03,55.08,256.0,173.54,75.01,27.75,29.9,31.63,91.64,81.39,38.29,42.84,17.79,19.91,102.77,440.38,184.29,32.1,37.83
2016-11-16,24.01,25.2,60.36,11.95,105.0,301.52,116.88,49.71,28.25,15.56,130.38,156.5,248.79,95.71,160.37,24.53,33.5,54.01,256.33,173.04,75.17,27.8,30.03,32.7,92.05,83.96,38.16,43.78,18.08,19.8,102.07,458.72,187.52,31.39,37.35
2016-11-17,23.8,26.05,60.98,11.7,106.91,304.05,112.93,48.81,28.15,16.3,132.47,157.98,250.35,95.37,162.53,23.55,32.3,54.3,255.95,174.64,76.0,27.96,29.93,32.11,90.36,84.0,38.16,42.94,18.35,19.16,102.21,444.0,184.04,32.65,37.66
2016-11-18,23.76,25.8,59.85,11.6,107.47,306.0,108.63,46.79,27.72,15.88,132.8,156.31,250.0,91.3,161.15,23.44,32.25,52.83,247.0,174.81,75.01,27.45,29.9,31.88,87.61,83.69,36.32,44.0,18.33,17.94,100.0,440.85,182.0,31.32,37.99
2016-11-22,23.94,27.22,60.05,11.94,108.8,311.0,113.01,48.0,27.93,16.1,132.63,154.82,247.42,95.79,163.41,23.45,32.41,55.54,250.0,180.1,75.42,26.71,30.24,31.38,84.97,86.1,35.15,44.0,18.17,18.5,99.29,423.01,178.49,31.28,37.71
2016-11-23,25.12,27.89,59.89,12.11,109.44,310.98,114.55,48.54,28.0,16.25,132.3,157.27,248.84,96.63,167.05,22.9,32.7,56.2,245.97,178.46,74.89,26.43,30.0,31.61,84.21,86.77,35.1,44.85,18.51,18.5,98.36,424.65,179.99,30.9,38.11
2016-11-24,25.5,28.26,59.84,12.13,108.71,308.41,113.89,48.16,27.99,16.25,130.87,158.68,248.51,97.0,167.49,22.95,32.41,57.93,250.69,179.9,74.5,26.65,29.95,32.01,83.33,87.69,35.16,45.06,18.26,18.33,99.35,427.51,181.18,30.99,38.02
2016-11-25,25.66,27.62,60.0,12.09,108.8,309.06,115.2,48.48,27.76,16.58,129.9,158.07,249.81,97.0,165.52,23.11,32.32,58.5,251.5,181.92,75.39,26.71,29.81,32.5,83.76,88.42,35.4,47.24,18.55,18.35,98.79,435.9,180.34,31.2,37.64
2016-11-28,26.1,27.21,59.69,12.17,110.06,310.13,114.91,48.08,27.26,16.21,130.05,160.9,253.56,97.31,166.18,22.72,31.83,58.2,252.38,177.73,76.07,27.31,28.97,32.04,85.19,88.47,35.9,48.45,18.54,17.95,97.49,440.28,181.26,31.0,37.73
2016-11-29,26.47,27.44,60.16,12.33,110.32,302.0,113.74,47.48,27.34,16.14,130.29,160.99,251.79,97.38,163.31,22.44,32.08,57.29,251.01,177.65,74.92,27.12,28.9,31.03,86.17,87.71,36.36,48.65,18.51,17.3,96.25,432.97,181.2,30.74,37.7
2016-11-30,27.23,28.37,60.4,12.46,108.87,298.16,110.15,47.52,27.3,16.0,129.39,163.44,256.22,98.67,161.03,22.0,32.56,56.36,246.08,175.66,76.74,27.78,28.88,31.0,85.4,89.58,36.0,48.89,18.92,17.53,96.99,441.99,180.34,30.27,37.83
2016-12-01,26.45,28.3,59.64,12.33,107.56,300.83,106.79,46.87,27.2,16.03,129.05,157.72,252.77,97.87,158.2,21.55,32.51,57.6,242.03,171.45,78.41,26.87,28.07,30.83,84.1,89.49,34.55,49.34,18.68,17.5,93.96,446.18,177.83,29.7,37.6
2016-12-02,26.26,27.41,58.54,12.18,107.0,291.17,106.63,45.5,27.33,16.15,128.86,153.5,252.84,96.0,158.92,21.94,31.54,58.86,245.01,164.52,76.0,26.5,28.22,30.1,82.56,88.41,33.61,48.12,18.65,17.75,91.6,438.91,175.36,28.35,37.5
2016-12-05,26.57,28.05,58.2,12.34,107.1,295.94,107.32,46.22,27.25,16.51,128.7,151.44,251.0,95.81,159.95,22.61,31.23,61.11,244.65,165.95,79.46,26.87,28.8,30.0,81.9,86.68,32.95,48.48,18.51,17.3,92.24,431.16,174.73,29.5,37.61
2016-12-06,27.0,27.5,57.85,12.35,107.66,293.22,110.85,47.48,27.25,16.68,128.7,154.83,250.86,97.9,155.5,22.76,30.76,60.83,244.51,170.7,81.85,27.33,29.41,30.37,82.82,86.99,33.97,47.95,18.63,17.4,91.96,435.58,174.41,30.51,37.38
2016-12-07,27.22,27.7,58.47,12.59,107.18,300.01,108.0,47.18,27.07,17.3,129.0,157.68,247.06,97.83,155.73,22.92,31.47,61.04,244.56,171.6,80.87,27.26,30.05,30.94,84.13,88.73,35.56,49.93,18.95,18.35,92.99,431.8,176.9,30.36,37.92
